,NCT#,phase,condition,sponsor,start_date,mesh_list,criterion,Ground_Truth
705,NCT01074853,Phase 2,Asthma,University of Dundee,10-Feb-15,Asthma,Pregnancy or lactation.,16.0
706,NCT01087710,Phase 2,Asthma,Abbott Nutrition,10-Feb-15,Asthma,Pregnancy or lactation.,16.0
707,NCT01833390,Phase 2,Asthma;COPD;Healthy,Xemed LLC,10-Feb-15,Asthma,Pregnancy or lactation.,16.0
708,NCT01617746,Phase 2,Asthma,University of Glasgow,10-Feb-15,Asthma,Pregnancy or planning to become pregnant over course of study and up to one month after,16.0
709,NCT03532490,Phase 2,Asthma;Obesity,Johns Hopkins University,10-Feb-15,Asthma,Pregnancy/lactation,16.0
710,NCT02698501,Phase 2,Asthma,Celeste Porsbjerg,10-Feb-15,Asthma,"Pregnant, breastfeeding or lactating females",16.0
711,NCT00901095,Phase 2,Asthma;Obesity,Palo Alto Medical Foundation,10-Feb-15,Asthma;Weight Loss,"Pregnant, planning to become pregnant, or lactating;",16.0
712,NCT01582503,Phase 2,Asthma,"Genentech, Inc.",10-Feb-15,Asthma,Pregnant and lactating women ,16.0
713,NCT01160224,Phase 2,Asthma,GlaxoSmithKline,10-Feb-15,Asthma,Pregnant and lactating women.,16.0
714,NCT00534625,Phase 2,Asthma,Critical Therapeutics,10-Feb-15,Asthma,Pregnant or breast feeding females,16.0
715,NCT02660489,Phase 2,Asthma;Rhinovirus;Picornaviridae Infections;Common Cold,Imperial College London,10-Feb-15,Common Cold;Picornaviridae Infections;Asthma,Pregnant or breast-feeding women (patients should not be enrolled if they plan to become pregnant during the time of study participation),16.0
716,NCT02449473,Phase 2,Asthma,AstraZeneca,10-Feb-15,Asthma,Pregnant or breastfeeding,16.0
717,NCT04092582,Phase 2,Asthma,"Genentech, Inc.",10-Feb-15,Asthma,"Pregnant or breastfeeding, or intending to become pregnant during the study or within 60 days after the final dose of MTPS9579A",16.0
718,NCT01692041,Phase 2,Asthma,Technische Universität Dresden,10-Feb-15,Asthma,Pregnant or breastfeeding girls - ,16.0
719,NCT01000506,Phase 2,Asthma,GlaxoSmithKline,10-Feb-15,Asthma,Pregnant or breastfeeding or planning to become pregnant,16.0
720,NCT03683576,Phase 2,Asthma,"GB001, Inc, a wholly owned subsidiary of Gossamer Bio, Inc.",10-Feb-15,Asthma,Pregnant or breastfeeding Other protocol-defined inclusion/exclusion criteria may apply. ,16.0
721,NCT01993329,Phase 2,Asthma,"Afferent Pharmaceuticals, Inc.",10-Feb-15,Asthma,Pregnant or breastfeeding woman.,16.0
722,NCT01402986,Phase 2,Asthma,MedImmune LLC,10-Feb-15,Asthma,Pregnant or breastfeeding women,16.0
723,NCT00634036,Phase 2,Asthma,Fernando Holguin,10-Feb-15,Asthma,Pregnant or lactating,16.0
724,NCT00787644,Phase 2,Asthma;Obesity,University of Vermont,10-Feb-15,Asthma,Pregnant or lactating,16.0
725,NCT02918019,Phase 2,Asthma,Hoffmann-La Roche,10-Feb-15,Asthma,"Pregnant or lactating, or intending to become pregnant during the study or within 20 weeks after the last dose of MSTT1041A",16.0
726,NCT02227394,Phase 2,Asthma;Asthma Chronic;Asthma Bronchial;Asthmatic,Zambon SpA,10-Feb-15,Asthma,Pregnant or lactating female,16.0
727,NCT00838591,Phase 2,Asthma,MediciNova,10-Feb-15,Asthma,Pregnant or lactating females;,16.0
728,NCT01478152,Phase 2,Asthma,Bitop AG,10-Feb-15,Asthma,Pregnant or lactating females,16.0
729,NCT02162784,Phase 2,Asthma,Intech Biopharm Ltd.,10-Feb-15,Asthma,Pregnant or lactating females or not able to exclude pregnancy during the study period;,16.0
730,NCT01366521,Phase 2,Asthma,GlaxoSmithKline,10-Feb-15,Asthma,Pregnant or lactating females; pregnancy as determined by positive pregnancy test at screening or prior to dosing. ,16.0
731,NCT00327808,Phase 2,Asthma,Pharmaxis,10-Feb-15,Asthma,Pregnant or lactating or have positive plasma pregnancy test,16.0
732,NCT01225315,Phase 2,Asthma,Idorsia Pharmaceuticals Ltd.,10-Feb-15,Asthma,Pregnant or lactating women,16.0
733,NCT01436890,Phase 2,Asthma,Glenmark Pharmaceuticals Ltd. India,10-Feb-15,Asthma,Pregnant or lactating women,16.0
734,NCT01516073,Phase 2,Asthma,Dey,10-Feb-15,Asthma,Pregnant or lactating women,16.0
735,NCT01516086,Phase 2,Asthma,Dey,10-Feb-15,Asthma,Pregnant or lactating women,16.0
736,NCT01545440,Phase 2,Asthma,"Genentech, Inc.",10-Feb-15,Asthma,Pregnant or lactating women,16.0
737,NCT01545453,Phase 2,Asthma,"Genentech, Inc.",10-Feb-15,Asthma,Pregnant or lactating women,16.0
738,NCT01689571,Phase 2,Asthma,Chiesi Farmaceutici S.p.A.,10-Feb-15,Asthma,Pregnant or lactating women,16.0
739,NCT01948401,Phase 2,Asthma,Hoffmann-La Roche,10-Feb-15,Asthma,Pregnant or lactating women,16.0
740,NCT02127866,Phase 2,Asthma,Chiesi Farmaceutici S.p.A.,10-Feb-15,Asthma,Pregnant or lactating women,16.0
741,NCT02296411,Phase 2,Asthma,Chiesi Farmaceutici S.p.A.,10-Feb-15,Asthma,Pregnant or lactating women,16.0
742,NCT00162773,Phase 2,Asthma,Johns Hopkins University,10-Feb-15,Asthma,Pregnant or likely to become pregnant during the study,16.0
743,NCT04589663,Phase 2,Asthma,Novartis Pharmaceuticals,10-Feb-15,Asthma,Pregnant or nursing (lactating) females,16.0
744,NCT01836471,Phase 2,Asthma,Novartis Pharmaceuticals,10-Feb-15,Asthma,Pregnant or nursing (lactating) women,16.0
745,NCT04410523,Phase 2,Asthma,Novartis Pharmaceuticals,10-Feb-15,Asthma,Pregnant or nursing (lactating) women,16.0
746,NCT00403754,Phase 2,Asthma,Novartis Pharmaceuticals,10-Feb-15,Asthma,Pregnant or nursing (lactating) women.,16.0
747,NCT03774290,Phase 2,Asthma,Palobiofarma SL,10-Feb-15,Asthma,Pregnant or nursing (lactating) women.,16.0
748,NCT04946318,Phase 2,Asthma,Novartis Pharmaceuticals,10-Feb-15,Asthma,Pregnant or nursing (lactating) women. ,16.0
749,NCT03989635,Phase 2,"Asthma;Asthma, Bronchial;Bronchial Asthma;Eosinophilia;Physiological Effects of Drugs",Novartis Pharmaceuticals,10-Feb-15,Asthma;Eosinophilia,Pregnant or nursing (lactating) women. Asthma patients:,16.0
750,NCT01190826,Phase 2,Asthma,Asmacure Ltée,10-Feb-15,Asthma,Pregnant or nursing women or women intending to conceive during the course of the study or have a positive serum pregnancy test at Screening or a positive urine pregnancy test during the study.,16.0
751,NCT00501527,Phase 2,"Rhinitis, Allergic, Seasonal;Conjunctivitis, Allergic;Asthma","Laboratorios Leti, S.L.",10-Feb-15,"Rhinitis;Asthma;Rhinitis, Allergic;Rhinitis, Allergic, Seasonal;Conjunctivitis;Conjunctivitis, Allergic",Pregnant or/ in lactation patients,16.0
752,NCT00280683,Phase 2,Asthma,"University of California, Davis",10-Feb-15,Asthma,"Pregnant women, nursing women, or women actively trying to achieve pregnancy",16.0
753,NCT01930461,Phase 2,Asthma;House Dust Mite Allergy,Stallergenes Greer,10-Feb-15,Asthma,Pregnant women or breast-feeding/lactating.,16.0
754,NCT04046939,Phase 2,Eosinophilic Asthma;Asthma,Knopp Biosciences,10-Feb-15,Asthma;Pulmonary Eosinophilia,Pregnant women or women breastfeeding,16.0
755,NCT01795742,Phase 2,Asthma,Marquette University,10-Feb-15,Asthma,Pregnant women or women who may think they might be pregnant,16.0
756,NCT01902290,Phase 2,Asthma,Amgen,10-Feb-15,Asthma,"Subject is pregnant or breastfeeding, or planning to become pregnant while enrolled in the study",16.0
757,NCT04847674,Phase 2,Asthma,"Teva Branded Pharmaceutical Products R&D, Inc.",10-Feb-15,Asthma,"The participant is a pregnant or lactating woman, or plans to become pregnant during the study.",16.0
758,NCT04545385,Phase 2,Asthma,"Teva Branded Pharmaceutical Products R&D, Inc.",10-Feb-15,Asthma,The participant is currently pregnant or lactating or is planning to become pregnant during the study.,16.0
759,NCT01393340,Phase 2,Nasal Polyposis;Asthma,"University Hospital, Ghent",10-Feb-15,Colorectal Neoplasms;Nasopharyngeal Neoplasms;Asthma;Nasal Polyps,"Women must not be pregnant, breast feeding, or premenarcheal.",16.0
760,NCT01132781,Phase 2,Rhinosinusitis;Asthma;Allergic Rhinitis,University of East Anglia,10-Feb-15,"Rhinitis;Rhinitis, Allergic",Women who are pregnant or breast feeding,16.0
761,NCT03012061,Phase 2,Asthma,GlaxoSmithKline,10-Feb-15,Asthma,Women who are pregnant or lactating or are planning to become pregnant during the study.,16.0
762,NCT00556673,Phase 2,Asthma,Novartis,10-Feb-15,Asthma,A positive Hepatitis B surface antigen (HBsAg) or Hepatitis C test result,17.0
763,NCT00605306,Phase 2,Asthma,Novartis,10-Feb-15,Asthma,A positive Hepatitis B surface antigen (HBsAg) or Hepatitis C test result.,17.0
764,NCT00873860,Phase 2,Asthma,MedImmune LLC,10-Feb-15,Asthma,"A positive hepatitis B surface antigen, or hepatitis C virus antibody",17.0
765,NCT00968669,Phase 2,Asthma,MedImmune LLC,10-Feb-15,Asthma,"A positive hepatitis B surface antigen, or hepatitis C virus antibody, as determined by medical history and/or subject's verbal report",17.0
766,NCT01573624,Phase 2,Asthma,GlaxoSmithKline,10-Feb-15,Asthma,A positive Hepatitis B surface antigen or positive Hepatitis C antibody and/or HIV,17.0
767,NCT01400906,Phase 2,Asthma,GlaxoSmithKline,10-Feb-15,Asthma,a positive pre-study Hepatitis B surface antigen or positive Hepatitis C antibody result,17.0
768,NCT00549744,Phase 2,Asthma,GlaxoSmithKline,10-Feb-15,Asthma,A positive pre-study Hepatitis B surface antigen or positive Hepatitis C antibody result within 3 months of screening,17.0
769,NCT00945932,Phase 2,Asthma,GlaxoSmithKline,10-Feb-15,Asthma,A positive pre-study Hepatitis B surface antigen or positive Hepatitis C antibody result within 3 months of screening,17.0
770,NCT00857857,Phase 2,Asthma,GlaxoSmithKline,10-Feb-15,Asthma,A positive pre-study Hepatitis B surface antigen or positive Hepatitis C antibody result within 3 months of screening.,17.0
771,NCT01471665,Phase 2,Asthma,GlaxoSmithKline,10-Feb-15,Asthma,A positive pre-study Hepatitis B surface antigen or positive Hepatitis C antibody result within 3 months of screening.,17.0
772,NCT01808339,Phase 2,Asthma,GlaxoSmithKline,10-Feb-15,Asthma,A positive pre-study Hepatitis B surface antigen or positive Hepatitis C antibody result within 3 months of screening.,17.0
773,NCT01366521,Phase 2,Asthma,GlaxoSmithKline,10-Feb-15,Asthma,A positive pre-study Hepatitis B surface antigen or positive Hepatitis C antibody result within three months of screening.,17.0
774,NCT01245426,Phase 2,Asthma,GlaxoSmithKline,10-Feb-15,Asthma,A positive test for Hepatitis B or Hepatitis C antibody.,17.0
775,NCT01287065,Phase 2,Asthma,GlaxoSmithKline,10-Feb-15,Respiratory Aspiration,A positive test for Hepatitis B or Hepatitis C within 3 months of screening.,17.0
776,NCT02334553,Phase 2,Asthma,SolAeroMed Inc.,10-Feb-15,Asthma,"Any clinically significant abnormality or abnormal laboratory test results found during medical screening or positive test for hepatitis B, hepatitis C, or HIV found during medical screening",17.0
777,NCT01617746,Phase 2,Asthma,University of Glasgow,10-Feb-15,Asthma,Chronic hepatitis (either viral (e.g. hepatitis B or C) or autoimmune),17.0
778,NCT02087644,Phase 2,Asthma,Cytos Biotechnology AG,10-Feb-15,Asthma,"Confirmed or suspected current infection with human immunodeficiency virus (HIV), hepatitis B virus (HBV), or hepatitis C virus (HCV)",17.0
779,NCT01196039,Phase 2,Asthma,"Genentech, Inc.",10-Feb-15,Asthma;Airway Obstruction,Confirmed positive test for HIV or hepatitis B or C,17.0
780,NCT01097694,Phase 2,Asthma,Brigham and Women's Hospital,10-Feb-15,Asthma,Diagnosis of Hepatitis B or C,17.0
781,NCT00394654,Phase 2,Asthma,MedImmune LLC,10-Feb-15,Asthma,"Evidence of infection with hepatitis B or C virus, or HIV-1 or HIV-2, or active infection with hepatitis A;",17.0
782,NCT00483041,Phase 2,Asthma,MedImmune LLC,10-Feb-15,Asthma,"Evidence of infection with hepatitis B or C virus, or HIV-1 or HIV-2, or active infection with hepatitis A;",17.0
783,NCT00507130,Phase 2,Asthma,MedImmune LLC,10-Feb-15,Asthma,"Evidence of infection with hepatitis B or C virus, or human immunodeficiency virus-1 or -2 (HIV-1 or HIV-2), or active infection with hepatitis A;",17.0
784,NCT00590720,Phase 2,Asthma,MedImmune LLC,10-Feb-15,Asthma,"Evidence of infection with hepatitis B or C virus or HIV-1 or HIV-2, or active infection with hepatitis A; must have negative HIV-1, HIV-2, hepatitis A, B, and C tests at screening;",17.0
785,NCT02449473,Phase 2,Asthma,AstraZeneca,10-Feb-15,Asthma,"Hepatitis B, C or HIV",17.0
786,NCT01479621,Phase 2,Asthma,"Teva Branded Pharmaceutical Products R&D, Inc.",10-Feb-15,Asthma,"History of a positive test for HIV, hepatitis B or hepatitis C infection",17.0
787,NCT01576718,Phase 2,Asthma,"Teva Branded Pharmaceutical Products R&D, Inc.",10-Feb-15,Asthma,"History of a positive test for HIV, hepatitis B or hepatitis C infection",17.0
788,NCT04410523,Phase 2,Asthma,Novartis Pharmaceuticals,10-Feb-15,Asthma,Patients with a history of immunodeficiency disease or hepatitis B or hepatitis C or HIV. ,17.0
789,NCT02479412,Phase 2,Asthma;Efficacy;Safety,AstraZeneca,10-Feb-15,Asthma,"Patients with hepatitis B surface antigen, hepatitis C virus antibody or human immunodeficiency virus (HIV)",17.0
790,NCT04150341,Phase 2,Asthma,Theravance Biopharma,10-Feb-15,Asthma,"Positive for hepatitis A, B or C, HIV or tuberculosis",17.0
791,NCT04129931,Phase 2,Asthma,"University of North Carolina, Chapel Hill",10-Feb-15,Asthma,Positive Hepatitis B surface Ag (active infection) or Hepatitis B core total antibody (marker of past infection that could reactivate),17.0
792,NCT02698501,Phase 2,Asthma,Celeste Porsbjerg,10-Feb-15,Asthma,"Positive hepatitis B surface antigen, or hepatitis C virus antibody serology",17.0
793,NCT03010436,Phase 2,Asthma,National Jewish Health,10-Feb-15,Systemic Vasculitis,"Positive hepatitis B surface antigen, or hepatitis C virus antibody serology, or a positive medical history for hepatitis B or C. Subjects with a history of hepatitis B vaccination without history of hepatitis B are allowed to be enrolled.",17.0
794,NCT04098718,Phase 2,Asthma;COPD,University of Oxford,10-Feb-15,,"Positive hepatitis B surface antigen, or positive hepatitis C virus antibody serology or a known medical history of hepatitis B or C.",17.0
795,NCT02377427,Phase 2,Asthma,GlaxoSmithKline,10-Feb-15,Asthma,Positive Hepatitis B Surface Antigen or positive Hepatitis C antibody at Visit,17.0
796,NCT02794519,Phase 2,Asthma,GlaxoSmithKline,10-Feb-15,Asthma,Positive hepatitis C (Hep C) test result at screening or within 3 months prior to first dose of study treatment. ,17.0
797,NCT04129931,Phase 2,Asthma,"University of North Carolina, Chapel Hill",10-Feb-15,Asthma,Positive Hepatitis C RNA test following positive Hepatitis C Antibody,17.0
798,NCT01955512,Phase 2,Asthma,University of Southampton,10-Feb-15,Asthma,Positive hepatitis viral antigens or antibodies,17.0
799,NCT01160224,Phase 2,Asthma,GlaxoSmithKline,10-Feb-15,Asthma,"Positive HIV, Hepatitis B surface antigen or Hepatitis C antibody within 3 months of screening.",17.0
800,NCT02054130,Phase 2,Asthma,MedImmune LLC,10-Feb-15,Asthma,Positive medical history for hepatitis B or C,17.0
801,NCT01238861,Phase 2,Asthma,MedImmune LLC,10-Feb-15,Asthma,Positive medical history for hepatitis B or C. Subjects with a history of hepatitis B vaccination without history of hepatitis B are allowed to enrol,17.0
802,NCT01743768,Phase 2,Asthma,Sterna Biologicals GmbH & Co. KG,10-Feb-15,Asthma,Positive results in any of the virology tests of acute or chronic infectious human immunodeficiency virus (HIV) and hepatitis B/C virus infections,17.0
803,NCT02422121,Phase 2,Asthma,Revalesio Corporation,10-Feb-15,Asthma,"Positive screen on hepatitis B surface antigen, antibodies to the hepatitis C virus or antibodies to the human immunodeficiency virus (HIV 1 and 2).",17.0
804,NCT03745196,Phase 2,Asthma;Respiratory Candidiasis;Respiratory Aspergillosis;COPD;Bronchiectasis,Pulmocide Ltd,10-Feb-15,Candidiasis;Aspergillosis;Asthma;Bronchiectasis;Respiration Disorders;Respiratory Tract Diseases,"Positive test at screening for hepatitis B virus infection, or antibodies to hepatitis C virus",17.0
805,NCT01190826,Phase 2,Asthma,Asmacure Ltée,10-Feb-15,Asthma,"Positive test for Hepatitis B, Hepatitis C or Human Immunodeficiency Virus (HIV) at Screening.",17.0
806,NCT00812929,Phase 2,Asthma,GlaxoSmithKline,10-Feb-15,Asthma,Positive test for hepatitis C antibody or hepatitis B surface antigen.,17.0
807,NCT02491684,Phase 2,Asthma,AstraZeneca,10-Feb-15,Infections;Respiratory Tract Infections;Asthma,"Positive test for serum hepatitis B surface antigen, hepatitis C antibody, or HIV",17.0
808,NCT03207243,Phase 2,Asthma,GlaxoSmithKline,10-Feb-15,Asthma,"Presence of hepatitis B surface antigen (HBsAg), positive hepatitis C antibody test result at Screening (Visit 1) or within 3 months prior to first dose of study treatment.",17.0
